Reviews
"great no-frills travelers budget husband stayed college inn visiting seattle 6 days april 2007. knew dorm-style establishment shared bathroom hall came prepared robes shower shoes.our major problem inn husband told reservation possible check 3 p.m. website states no office door locked visitors buzzed check given key door, said told make arrangements check early, arrived inn 12:30 p.m. luggage tow exhausted no, tried buzzing calling no answer, drug luggage tiny cafe downstairs bite eat sat bench saw inside entryway inn, lucky saw allowed stow luggage office hours n't check 3 p.m. understand stated policy not told earlier n't true, warned not expect building 3 p.m. no matter tell, gripes inn minor, small chest drawers room hangers no closet, definitely stand hangers available, shared ironing board iron kept upstairs 4th floor lounge/office ask, iron ancient completely empty.the room fine, bed no comfortable standard hotel bed, sink room definitely helpful bathroom hall little crowded depending time day, continental breakfast great definitely better standard breakfast major hotel chain, saw staff helpful assisting travelers navigate way city suggesting things, heard travelers complaining noise did n't experience problems loud neighbors noise pub downstairs.for needs college inn served, budget just looking decent place sleep nice breakfast definitely recommend place,  "
"cool, staff location hotel great, reasonably priced friendly staff, beware stairs,  "
"nice location nice amenities comfortable 7 day stay, meals real plus really enjoyed breakfast selection clean classy setting, hotel nice location downtown seattle waterfront, just remember seattle pretty steep hills foot, desk helpful details disappointed 2 cribs needed arrival, son-in-law called day confirm ordered, traveled east coast 3 little ones oh tired arrived, special thank angel tracked crib play pen noone able, really nice stay,  "
"better expected spent 2 nights homewood suites better expected, best courteous desk personnel assisted wallet stolen pay cash check happy accomodate, room large comfy clean, little beaten path convenient, 15 day parking pricey seattle,  "
"friendly staff good location away cold snow went seattle, hotel decent location downtown core extremely high parking rates finds seattle, staff friendly helpful,  "
"great place stay taking cruise stayed night leaving alaskan cruise perfect way, stayed downtown hilton came cruise poor compairson.the room sitting room kitchen area kitchen dishwasher stove size ice box microwave, seperate bedroom, washer-dryer gym area totally free hard belive.if taking cruise seattle place stay private car hotel cruise terminal 10.00.i travel rare property 110 game,  "
"nice hotel seattle stayed homewood nights prior cruise, located little outside downtown area cabs needed attractions space needle area, walked public market afternoon far comfort, hotel clean maintained bit street noise easily eliminated leaving ac fan, breakfast ok typical class hotel, great food seattle breakfast not big concern us.the hotel offers transportation cruise piers extra charge, reserved private car did not desk called cab, probably cheaper method,  "
"great place stay breakfast wonderful.location ca n't beat.rooms big fit 4 comfortably.park street, possible, pay parking,  "
"loved hotel hotel conveniences home, including free dinner beer/wine reception evening, worth money spent, definitely,  "
"good, met parents quick 3-day vacation 60th anniversary cruise alaska, stayed cruise, no major complaints- rooms clean large no k suites q-size only- complimentary ha, breakfast good resembles cattle peak hours 7:30 8:30, reason room booked mother booked name-, trying resolved points credited correct accounts.all nice stay recommend satisfied average national chain gets things right,  "
"pretty good visit arrived couple days labor day long weekend lots spare rooms, floor like penthouse.expensive though.small bathroom sink actually outside room, weird.free internet.ok service ok breakfast, average location, average cleanness,  "
"notably nice holiday inn block holiday inn preference stay aurora not dated holiday inn dexter.one complaint parking locked garage nice seattle weather spots exceptionally small, compact rent car making attempts park especially arrive spots filled.several decent dining options walking distance,  "
"holiday inn nothing nothing fly seattle minute assignment, party hotel arrangments, property located 40 minutes airport, tad confusing holiday inn express backs holiday inn traffic pattern getting away hotel somewhat confusing, room small faced aurora busy loud street, space needle hovered outside window 2 blocks away, rain fan heater drowned noise, small room clean comfortable refigerator coffee pot good shape, attached restaurant emerald club good sandwich beer, typical holiday inn like mcdonalds hamburger no matter company paying stay paying probably look hilton property out.greggdeltastr aol.com,  "
"good location stayed 2 nights 4 days apart, room great-alot money, second room kinda gross, bathtub drain clogged hair numerous stains carpet, good views space needle rooms, easy walk free bus line, desk service hit miss- advise taxi, seafair parade area street closures-we called prior arrival ask streets closed desk no clue, advised try park street walk, parking lot taking streets asking cops, like holiday inn express-we queen mini suite gov, rate 124, good deal,  "
"parking aside great hotel, hotel great prepared parking nightmare, underground garage secure entry room key-card extremely small easy 110 spots narrow ooze car, result sardine-packing trucks suvs taking spots did n't help scoring, interested door dings place, arrived friday night 10 p.m. nice desk clerk said likely no open spots park above-ground lot near hotel hotel pick tab got lucky snagged spot garage got filthy squeezing car, staying local n't need use car wo n't issue you.which benefits hotel n't need car city highlights, hotel walking distance space needle surrounding attractions blocks nearest free zone bus stop think paid bus ride pike place market 1.50-ish way stayed nights room 605 floor view space needle, room sofa coffee table desk, quiet faced busy road, borrowed cable desk free internet access laptop bonus hotels offer free internet access rooms room hotel clean picky free continental breakfast offered lots choices waffles fruit bagels cereals juices, staff friendly helpful, rating average tight parking great place,  "
"1 spot location foot attractions, best hotels today suggest place afford, stayed mini suite room 4 years anniversary expected, thing mad paying 208.00 room did not come robes thought did o view room 440 got picture window space needle beautiful night, hotel come, free internet acsses lobby print want charge, roller rack lug crap elevators, breakfest awesome waffles baggles bannans cinnimon rolls toast cearl fresh orange juice fresh apple juice boot set nice eatery, pool awesome, room pretty clean par fresh nice big fluffy towels rooms, free parking garage good didnt looking new 2005 camery knew nice safe parking garage, hotel ok rate average,  "
"n't expect positive reasonably priced room sort clean breakfast good walk space needle not bad expect panhandlers, negative parking garage ridiculously tiny car damaged trying parking space, hardly blame spaces small garage overcrowded did charge 4.50 day parking, neighborhood hotel not good street parking bad alternative, room faced aurora avenue noise deafening changed rooms hotel lost view space needle gained ability speak room, false alarms day stay caused file street annoying say concerning real no pay attention false alarms, review tried connect internet phone line problems eventually led crash laptop advice not try access internet hotel using phone line problem using dialup connection, not stay just hassles, looking cheap deal place expectations low not disappointed,  "
"great value comfortable hotel pike street suites hotel excellent value conveniently located spacious comforts, husband chose hotel 3-day weekend location low price paid 119 tax expedia 1-br king suite, recommended sister, suite large clean true advertised floor plan, contemporary furnishings plasma tvs decent lighting free wireless internet free local phone calls, used refrigerator microwave kitchen meal preparation, bed comfy crisp quality linens comfy pillows excellent mattress, particularly appreciated blackout window shades, did not hear freeway road noise courtyard-view room typically light sleeper, enjoyed medium sized private balcony overlooked cherry trees blossoming courtyard.the bathroom average+, marble counter contemporary fixtures average sized tub vanity area, nothing terribly fancy perfectly clean, workout room small equipment wanted, warm enjoy heated outdoor pool jacuzzi cozy quite nice, indoor jacuzzi, hotel short walk uphill, convention center downtown shopping, fall stayed grand hyatt 3 blocks away, grand hyatt elegant luxurious space pike street suites half 1/3 price, lobby undergoing renovations not bothered construction noise, breakfast-in-a-bag available did not try, conversion homewood suites expected later spring, hopefully hotel retain charms,  "
"best experience seattle, stayed places seattle past couple years pike street suites gave friendly courteous enjoyable stay experienced, not businesswoman ordinary mom needed nice night, treated wonderfully hotel minute reservations time left, suite beautiful place including not disturb sign not room previous places stayed, night checked under-staffed reason lady desk handled beautifully pressure handling incoming guests, smile courteous, hotel earned loyalty, just heads-up choose not use valet parking service need walk up/down ramps parking garage access hotel, no elevator garage,  "
"family friendly, great rooms great location great breakfast, ideal hotel family 1 yr 3yr 4yr olds, crib thew bedroom kids sofa sleeper livingroom, nice baby nap able play kids make snack access restroom disturbing baby, traveling kids- kitchen blessing,  "
"good location value hotel changed hands currently known pike street suites looks independent operation temporary situation summer, paraphrase note elevator hyatt not picture hilton remodel supposed completed summer, homewood suites chain.their ownership situation not affected hotel negatively slightest, desk staff friendly helpful, requested high floor early check got, asked help getting airport early flight came amtrak flew arranged got best deal.we got room suite 8th floor facing courtyard, room quiet nervous road noise i-5 really n't bad imo request courtyard view, property apartments condos point sound insulation really pretty good.the room did age bit n't bad, plenty room beds comfortable, kitchen fridge stove microwave stocked plates utensils glasses did use couple times.the continental breakfast morning adequate usual suspects available like fresh fruit cereals pastries, runs 9:30am.the exercise room decent 2 true treadmills elliptical machine recumbent stationary bike free weights, tv hot tub heated pool.i did lot research booking hotel believe best deal downtown paid 130/night booking hotel website, blocks convention center close shopping, 10 minute walk pike place market popular shopping areas like pacific place nordstrom westlake center like, minutes pioneer square area not bad walk, hotel courtesy shuttle ask.you spend 100- 200 night couple minutes closer things decide think worth sure did n't, maybe company dime.our gripe vagrant/homeless situation downtown, bigger city seeing people n't big surprise, corner downtown tend bit aggressive asking money compared cities, point hope walk sign cross intersections n't stop subjected in-your-face request money, okay giving change power, just ignore usually away,  "
"great home base seattle sighseeing, husband spent long weekend summerfield suites alaska cruise, hotel steal 80.00 night, hotwire hotel walking pikes market space needle, did use free hotel shuttle bring waterfront dinner, drive staff friendly got great tip dinner, elliott__Ç_é_ oyster bar best meals, free breakfast great, stay seattle summerfield suites great, clean rooms great views space needle friendly helpful staff, stay heartbeat,  "
"good bad good location 10 blocks pike place market.shuttle service takes visitor locations.close shopping lots eating establishments.huge rooms bedroom suite kitchen, door opened small concrete patio.great breafast buffet included cheese omelets sausage make waffle cereal milk, fruit juice pastries yogurt oatmeal, door convention center.comfy bed clean bathroom.the bad reservation said room jetted tub inquired did n't said, primary reason chose hotel downtown seattle, option reservation ca n't deliver, reservation month prior hotel websitewe requested quiet room, fourth floor facing boren street, hill not really floors traffic, windows not insulated traffic noise horrible, sound sleeper used type thing not problem, sure request room faces inner courtyard outdoor pool, rooms showing wear n't shabby category, mold door track outside patio,  "
"poor management husband staying summerfield suites 2001. previous visit expectation, time hospitality severely lacking, management changed hands friendly atmosphere went, staff not helpful need directions got towels replaced requesting phone calls rude desk clerk, came familiar face informed new management, seeking accomodations time,  "
"great location cut short previous trip seattle manager allowed transfer pre-paid days labor day weekend thought generous nothing warrant not honoring earlier stay, desk personnel helpful friendly room clean furniture use updating, main street quite quiet, shuttle service convienent dropped picked football game stadium, real complaint fitness room not wants ride stationary bike dip pool, universal machine big difference, local bus service goes right hotel connects rest city, definitely stay,  "
"good decent medium-size hotel walking distance university washington upscale mall restaurants.rooms fairly large big hdtv, good small indoor pool hot tub.tolerable breakfast included rate breakfast room tends unpleasantly crowded.noise goodhot water ok not really hotcleanliness goodmaintenance ok minor damage walls room,  "
"good place business traveler stayed night business travel.hotel fine mid-range hotel, room clean comfortable large not spacious maybe sq ft, in-room coffee fridge microwave, breakfast bar ok usual assortment cereal pastries yogurt, did n't notice hot items, breakfast area large, fitness center 6 cardio machines weight machine free weights, places eat blocks walking distance car, uw campus walking distance hotel provides free local area shuttle, hotel right pedestrian/bike path.superior 3 stations printers business center, better hotels encountered, plus no additional charge internet access wireless,  "
"money credit cards luggage husband stayed silver cloud recommended friends convenient uw stadium, recently home game stadium left purses friends rooms came no purses wallets suitcase gone, maid n't room belief staff alerted thief grab run, management did n't way seattle police certainly felt strongly likely inside job, rooms nice n't leave suitcases jewelry money packages room, better sleep outside make sure pass windshield car towed,  "
"great place great time, not decide inn harbor steps westin hyatt property, not say great stuff chose perfect property families, booked suite like embassy suites style huge room super clean divided living room bedroom son slept living room, breakfast nothing amazing plenty filling- bagels waffles sweet breads juice coffee, great shuttle location, stay,  "
"loved, clean.. spacious room reasonably priced shuttle service excellent location great, time seattle definitely silver cloud lake union,  "
"excellent local hotel chain did n't know expect local chain pleasantly surprised expectations met, king bed armchair-ottoman combo comfortable good repair lighting plentiful floors padded good morning stretches wireless internet access trouble-free room ventilation worked showerhead unclogged little things count, in-room microwave refrigerator godsends allowing wife economize meal expenses, continental breakfasts included protein grains eat low-carb hotel gets bonus points, hotel nicely equipped gym cardio machines dumbbells stability balls complete workouts.the complementary room printer novelty appreciated came time print boarding passes.the time requested housekeeping service paper towels 7:30 pm door 10 minutes, room immaculate left later mornings housekeeping staff rounds, desk staff courteous attentive.being close i-5 major north-south highway plus one-way streets require learning.the price reasonable considering amenities, silver cloud chain pays attention big small things making stay pleasant, definitely consider staying trip seattle,  "
"great value improved fitness area stayed silver cloud returned great value pay, view lake union spectacular worth little extra paid, parking secure van suv park upper level parking spaces larger actually designed larger vehicles, stayed silver cloud hotel know good breakfast morning included cost room, breakfast area family friendly hotel, great place families kids.this 100 smoke free hotel appreciate, years stayed silver cloud lake union biggest improvement noticed fitness area, moved tiny little room floor outstanding room 3rd floor, lots first-class equipment tv screens watch working, complaint mats fitness area not useful, guess use doing stretching, aside mat issue probably best hotel fitness area seen long time, hotel good area runners walkers noticed quite runners good sign safety perspective.the shuttle service included cost room downtown seattle, family shuttle service 10 12 passenger van took seattle center picked later phoned, suggest tipping driver couple dollars save lot hassle navigating seattle traffic behalf save having pay taxi fare.the hotel located just minutes interstate 5,  "
"great hotel precruise stop arrived saturday morning fortunate allowed check-in early, desk clerk friendly effeciently checked providing key highlights parking shuttle.we impressed clean room lots pillows comfortable beds, liked provided aveda shampoo conditioner lotion bathroom, did advantage free shuttle space needle dinner, worked reservations 4:30pm shuttle make 5:00pm reservations called shuttle dinner arrive 15 minutes promised, breakfast great, liked boiled eggs fresh hot waffles items, breakfast room cozy lots natural light despite fact raining outside time, definitely stay,  "
"superb seattle booked night silver cloud inn offered free shuttle cruise arrived seattle, bonus learn shuttle available destinations, hotel staff recommended grandchildren ages 3 8 10 enjoy pacific science center children museum right, shuttle brought science center picked, able walk duke chowder house delicious dinner enjoyed nice hot cold continental breakfast morning, room comfortable pleasure sinks separate areas, week cruising access nice business center offered internet access free printing, lake union area beautiful,  "
"liked location shuttle bring downtown convenient, nice staff clean hotel,  "
"okay not great money vwe asked room view did great view.of lake, room size okay parents teenaers not spacious, sinks outside bathroom helped getting ready morning things did not like hotel, employees desk not friendly, second reviewers raved shuttle, joke, not wanted maybe pick ahead check, baseball game evening took priority people not attending, ended walking space needle waiting awhile finally got ride, driver did not acknowledge cell phone talking friend ride hotel.third know complimented breakfast stayed 2 nights breakfast day 15 minutes closed, little food left unless ask, area understaffed, hotel posts ending time breakfast food available time conclusion not stay silver cloud inn,  "
"incredible view stay wonderful beautiful view friendly staff shuttle driver nice kid, appreciated shuttle service, breakfast room gorgeous view, return, mark kim,  "
"pleasant basic hotel stay absolutely fine rooms pleasant clean breakfast buffet typical waffles eggs cereal fruit employees nice, shuttle definite plus convenient trips major areas surprisingly quick return trips, room water view water view not really great n't make means, disappointment love walking neighborhoods hotel location does not really lend,  "
"nice, family stayed 2 nights silver cloud inn july nice, shuttle bus best stay, key tourist sites seattle, took ferry dock boat victoria hotel walkable nice restaurants dukes chowder house.breakfast comfortable nice picture windows lake union.we definetly stay stay seattle,  "
"great hotel stayed 3 nights silver cloud tour northwest lovely place end fantastic holiday.we beautifully furnished bedroom queen beds really comfortable, room 7th floor great view lake wonderful wake mornings seeing seaplanes, room immaculate hotel, used outdoor pool day sightseeing really useful.the hotel shuttle takes downtown took baseball game, efficiently run useful, offer good complimentaty continental breakfast free coffee reception staff friendly efficient, hotel great location restaurants withing walking distance try dukes chowder house great place great food.would definitely stay seattle,  "
"loved silver cloud thorougly enjoyed visit silver cloud-lake union, excellent location lake union, loved watching sailboats seaplanes, nice rooms, free parking, excellent service staff, large complimentary breakfast great tuesday night reception, staying silver cloud certainly started trip northwest high point, highly recommend,  "
"wont dissapoint, stayed nights recommendation trip advisor, cautious taking year old daughter wanted ensure suitable, didnt let down.we stayed 1 bedroom lake view suit, clean modern spacious, suprised 42 flat screen tv wall opened door road noise night not main road directly free-way didnt spoil needed sleep.the pool fine clean towels available pool area.like agree lift took ages arrive times mildly frustrating, courtesy bus excellent available.a great hotel,  "
"head lake comfort husband participant head lake rowing regatta weekend nov12-13th, visited seattle times past home town truly hotel best price range, room overlooked lake view space needle gasworks park, hide bed sofa comfortable bed not hard, sheets actually stayed tucked, clean carpets grout bathroom, little things mean alot, breakfast room large accomodate entire duke womens crew pre race meetings staff sure hot coffe cocoa nice mix tes fresh fruit girls came, breakfast waffles yogurt bran muffins fruit more-very nice, van took way downtown exactly wanted, wish hotels travel travel pleasure, hotel base seattle stays,  "
"great location great starting point arrived seattle 2 week long tour northwest washington stop silver cloud inn lake union, easy location beautiful lots good restaurants easy walking/driving distance, space needle room watch seaplanes taking water traffic lake union, breakfast buffet pretty amazing make-your-own waffles pastries cereals granola fruit juices coffee great start busy days, hotel offered shuttle began running early 7:00 weekdays 9:00 weekends start sightseeing, picked spot based previous tripadvisor reviews pleased choice,  "
"teriffic hotel seattle stayed silver cloud twice summer 2005 attending mariners baseball games, rooms clean modern, nicely furnished wonderful view lake union request, interesting watch seaplanes land off.the shuttle safeco field places seattle nice feature comp breakfast indoor outdoor pools.service professional frendly.high speed internet rooms ample secured parking internet access computers n't travel lap top.good access quality resturants jogging walking paths bus transportation.best prices line web site suite lake union view worth extra return games 2006,  "
"wonderful hotel clean comfortable spacious rooms roomsvery spacious clean totally spotless, neat freak say place passed test, carpet clean shower spotless tables walls clean, stayed room quite comfortable, rooms large small couch large desk chair night stands table armoir drawers fridge microwave television, extra sink mirror just outside bathroom ready inside bathroom, handy large groups, queen sized beds great sleep comfortably, amenitiesthe place small exercise room pool, did n't use saw adults swimming laps pool, floor hotel serves breakfast complete yogurt waffles cereal bagels danishes juice coffee, saturday morning crowded managed table, breakfast room lovely nice decor great view lake union, parking convenient second floor building, parking lot safe secure covered, locationthe hotel 5-10 minute drive space needle 15 minutes pike place market, saturday sunday utilized hotel free shuttle service, saturday called hotel picked pioneer square, saw shuttle silver cloud logo van hopped inside, surprise shuttle shuttle different silver cloud hotel taken silver cloud broadway, driver dropped pike place waited correct shuttle hotel, guess mere coincidence shuttle driver picking group pioneer square time, advice travelers make sure read small italicized letters shuttle says lake union underneath silver cloud logo, guess just saw silver cloud logo assumed shuttle, sunday shuttle running late ended waiting half hour picked, good thing gave extra time missed flight home.the shuttle mix waiting picked glitch stay hotel staff, overall excellent stay stay, 99 night travelocity.com think steal,  "
"n't stay family recently stayed silver cloud inn lake union, wonderful room great view just overall super experience, shuttle big plus various spots town free, picked outside safeco field ballgame, breakfast better seen alot worse, point family not stay seattle, economical,  "
"great place stay, stayed july 19-21 3 nights, hotel offers fun area walk things, great breakfast great lake view great desk great shuttle etc.undesirable details not fault hotel, instance non-smoking hotel, opened 5th floor french doors smoke blew folks 4th floor, wanted sit balcony eat breakfast smokers balcony eating area, children not great raised, e-mail important bring, fast internet access available room public lobby usually tied,  "
"wish hotels good, stayed hotel 3 days excellent, hotel good location close downtown frequent shuttle service n't hassle far away city peace quiet, wake overlooking bustling beautiful lake sea-planes taking landing distance, hotel clean staff professional polite accomodating, room superb spotlessly clean spacious, seattle hope n't stay else.keep good work silver cloud lake union,  "
"great location lake union silver cloud near downtown seattle center including experience music project pike place market waterfront n't miss nearby neighborhood, example walk north lake union past house boats pete lynn street market best wine selections town great sandwiches full-service grocery, tried restaurants street walk eastlake serafina fantastic romantic treat, walking trips mile passed dock hoping scenic sea plane ride way seattle.the lusc inn minutes away broadway different cultural shopping eating experience.with free parking shuttle service free breakfast decent rates neighborhood location makes fine location seeing seattle,  "
"wonderful stay silver cloud just returned driving trip british columbia, way enjoyed night stay silver cloud lake union, nice reservations return trip, family 2 adults 2 teenagers room 7th floor 2 beds sofabed gave plenty space spread, great view lake union space needle, impressed cleanliness room hotel general, plus complimentary washers dryers internet access breakfast buffet free parking, friendly staff, used shuttle pikes market, asked couple recommendations restaurants family-dukes chowder house, meal, sat outside lake union best clam chowder fish chips, looking forward returning silver cloud future trips,  "
"nice stayed silver cloud pre-cruise, impressed room service personnel, shuttle dropped right cruise terminal,  "
"comfortable convenient wife stayed 15 year old son suite 6 nights, intended stay nights, sea sky highway closed rock avalanche trip whistler cancelled hampton comfortable experience nights stayed, rooms not ultra fancy amenities needed convenient comfortable stay, king size bed incredibly comfortable quiet night despite rooms filled, son slept hide-a-bed complaint, room service good, clean, free breakfast coffee good, walked tourists spots downtown car parked hotel garage, overall great experience,  "
"good price location given proximity downtown seattle center expected pay, room clean kept expect hampton inn, desk staff n't swamped helpful directing various restaurants area, free hot breakfast free cookies night, location nearly ideal 5th ave. major bus route goes right downtown just minutes, thing excellent cd/record store right street, major complaint hotel hotel does n't appear able handle large crowds stay, day checked waited packed lobby 20 minutes helped, n't breakfast area early hard pressed spot sit.one day tried use washing machine broken, did n't clothes, calls desk asking come look no order sign kept promising send no came, chalk fact people swarming desk staff check-ins just forgot, volume people staying hotel exceeds capacity service well.but price location good deal someplace probably stay time seattle,  "
"nice hampton wonderful beds, pac nw road trip able stay 1 night property sure return occasion, end vacation stay seattle include visit space needle 4th july fireworks ballard locks possibly pike place, hilton honors members enjoy hampton stays comfort hot breakfasts choice, stayed dt seattle center short walk hotel given short time best option.the desk helpful providing directions fireworks display lake union walking distance recommending nearby restaurant mcminneman nice meal, room comfortable beds hotels signature selling point, daughter wanted stay night just able sleep bed, disappointment not hotel space needle b/c stopped selling tickets 8 pm evening 4th private event, pretty opportunity view clear skies leaving early day, eventually went cloudy view, inconvenience cut morning plans visit pike place skip hit road home, definitely return hampton inn convenience location hospitality staff importantly great night rest,  "
"great hotel stayed hotel night leaving cruise, location great short walk space needle catch monorail downtown quickly, staff friendly breakfast great bed amazing, morning staff helpful folks lobby arranging transportation cruise terminal, took downtown airporter/connector hotel seatac airport cruise terminal 10 cab ride, highly recommend hotel,  "
"great staff location amenities free breakfast great, choice eggs meats bagels breads fresh fruit cereal yogurt drinks, staff friendly, helped area time seattle, stayed 5 nights room nice tidy came night, stayed 2 bedroom 2 bath suite literally size nice apartment, kitchen balcony, love hotel sure,  "
"nice quiet location hotel close seattle centre 20 minute walk downtown, 24hour qfc hotel convenient stock food, hotel breakfast worth getting, parking spaces little tight managed fine mazda hatchback, staff great check flawless cookies desk really good, did n't hear rooms traffic stay, big rooms lots space, nice mini-fridge rooms not suites,  "
